street_name,num_of_rooms,size,location,final_price,sold_year,initial_price,floor_num,year_built
Renstiernas,4.0,82, Södermalm,7150000,2019,6875000,6,1948
Lidnersgatan,1.0,33, Kungsholmen,2900000,2018,2593917,6,1948
Sandhamnsgatan,2.0,50, Gärdet,3385000,2018,3351485,6,1948
Elin,2.0,60, Hägersten,2350000,2018,2175925,6,1948
Erik,1.0,31, Spånga,1650000,2018,1494565,6,1948
Härjedalsgatan,4.0,92, Vällingby,3250000,2017,2995391,6,1948
Baltzar,2.0,55, Kungsholmen,4630000,2018,3995000,2,1930
Sankt,2.0,41, Vasastan,3960000,2018,3473684,2,1930
Polhemsgatan,5.0,121, Kungsholmen,10750000,2018,9871441,2,1930
Luxgatan,3.0,87, Essingeöarna,5025000,2018,4995029,2,1930
Bäckaskiftsvägen,3.0,75, Enskede,3580000,2018,3296500,2,1930
John,2.0,32, Kungsholmen,3610000,2018,2995850,2,1930
Åstorpsringen,3.0,69, Enskededalen,3810000,2018,3675000,2,2005
Stora,2.5,69, Älvsjö,3820000,2018,3095623,2,2005
Stagneliusvägen,2.0,35, Kungsholmen,2950000,2019,2694063,2,2005
Lina,3.0,66, Hägersten,2700000,2018,2795031,2,2005
Enspännargatan,1.0,33, Hässelby,1690000,2018,1594339,2,2005
Primusgatan,3.5,87, Essingeöarna,5350000,2018,5350000,2,2005
Ola,1.0,28, Kungsholmen,2700000,2018,2395000,3,1934
Pontonjärgatan,1.0,22, Kungsholmen,2650000,2018,2099841,3,1934
Sturehillsvägen,3.0,89, Hägersten-Liljeholmen,4400000,2018,4194470,3,1934
Vulcanusgatan,1.0,35, Vasastan,3300000,2018,2975653,3,1934
Bråvallagatan,1.0,25, Vasastan,2600000,2019,2394106,3,1934
Karlsviksgatan,1.5,45, Kungsholmen,3220000,2019,2975970,3,1934
Surbrunnsgatan,4.5,89, Vasastan,9200000,2018,8471454,3,1934
Gävlegatan,1.0,38, Vasastan,3640000,2019,3500000,3,1934
Sankt,3.0,74, Kungsholmen,5300000,2018,4995287,3,1934
Mariestadsvägen,2.0,39, Johanneshov,2690000,2018,2194127,3,1934
Mariestadsvägen,2.0,39, Johanneshov,2690000,2018,2194127,3,1934
Grafikvägen,1.0,25, Johanneshov,2400000,2018,1995012,3,1934
Valhallavägen,2.0,67, Ög,5525000,2019,4950716,3,1934
Karlskronavägen,2.0,62, Johanneshov,2800000,2018,2594995,3,1934
Petrejusvägen,3.0,85, Johanneshov,4370000,2018,3496000,3,1934
Polhemsgatan,4.0,103, Kungsholmen,10760000,2018,9251934,3,1934
Alströmergatan,2.0,42, Kungsholmen,3450000,2017,3350000,2,1929
Kungsbro,2.0,52, Kungsholmen,4500000,2018,4500000,2,1929
Tidaholmsvägen,2.0,40, Johanneshov,2680000,2018,2294520,2,1929
Sankt,1.0,22, Kungsholmen,2300000,2018,1974248,2,1929
Vanadisvägen,2.0,66, Vasastan,4895000,2019,4895000,2,1929
Hagagatan,2.0,56, Vasastan,5100000,2018,5295950,2,1929
Oppundavägen,2.0,56, Enskede,2800000,2018,2395209,2,1929
Kungsholmsgatan,1.5,42, Kungsholmen,3550000,2018,3349056,2,1929
Tempeltrappan,2.0,65, Vasastan,4730000,2018,4249775,2,1929
Högalidsgatan,3.0,66, Södermalm,5320000,2017,4995305,2,1929
Lidköpingsvägen,2.0,48, Johanneshov,3100000,2018,2695652,2,1929
Lidnersgatan,2.0,43, Kungsholmen,3410000,2018,2993854,2,1929
Krikongränd,2.0,52, Hässelby,1935000,2019,1595218,2,1929
Enspännargatan,2.0,43, Hässelby,2000000,2019,1994017,2,1929
Gambrinusgatan,2.0,53, Kungsholmen,4320000,2018,3996299,2,1929
Karlsviksgatan,2.0,41, Kungsholmen,3800000,2018,3495000,2,1926
Tengdahlsgatan,2.5,57, Södermalm,4300000,2018,4150000,1,2003
Sjöviksbacken,4.0,91, Hägersten-Liljeholmen,5300000,2019,4995287,1,2003
Mosstenabacken,2.0,56, Bandhagen,2560000,2018,1995323,1,2003
Frimärksvägen,1.0,32, Enskede,2050000,2018,1795096,1,2003
Love,2.0,38, Kungsholmen,3250000,2018,2595846,1,2003
Sankt,4.0,85, Vasastan,6150000,2018,5976676,1,2003
Kammakargatan,1.0,28, Norrmalm,3400000,2018,2800658,1,2003
Jämtlandsgatan,4.0,91, Vällingby,4220000,2019,3496271,1,2003
Svarvargatan,2.0,45, Kungsholmen,3900000,2018,3695000,3,1931
Abiskovägen,1.0,26, Vällingby,1695000,2018,1695000,3,1931
Bastugatan,3.0,94, Södermalm,6800000,2018,6995884,3,1931
Mariestadsvägen,4.0,82, Johanneshov,5450000,2019,4500412,3,1931
Sankt,1.0,24, Kungsholmen,2290000,2018,1994773,3,1931
Katarina,1.0,28, Södermalm Sofia,2780000,2019,2194159,3,1931
Ekensbergsvägen,1.0,28, Gröndal,2085000,2019,2095477,3,1931
Doktor,4.0,87, Fruängen,3650000,2019,3196147,3,1931
Eva,3.0,72, Fruängen,3000000,2019,2949852,3,1931
Skeppargatan,4.0,108, Östermalm,10800000,2019,10495626,3,1931
Fjugestagränd,3.0,67, Ormkärr,2170000,2019,1995000,3,1960
Dalagatan,2.0,46, Vasastan,4620000,2019,4150943,3,1960
Arkövägen,3.0,69, Kärrtorp,3600000,2019,3348837,3,1960
Ågesta,2.0,48, Farsta,2150000,2019,2150000,3,1960
Engelbrektsgatan,3.0,92, Östermalm,10950000,2019,8953393,3,1960
Wallingatan,3.0,75, Centrum,7500000,2018,7149666,3,1960
Uggelviksgatan,2.0,64, Östermalm,5550000,2018,5751295,3,1960
Linnégatan,4.0,85, Östermalm,9000000,2018,9146341,3,1960
Birger,1.0,31, Östermalm,3300000,2018,2874564,3,1960
Observatoriegatan,2.0,48, Vasastan,4700000,2019,4148278,3,1960
Fleminggatan,4.0,96, Kungsholmen,9100000,2019,8947885,3,1960
Dellensvägen,2.0,54, Årsta,2900000,2019,2593917,3,1960
Jenny,2.0,60, Hägersten,2610000,2019,2150000,2,1960
Larsbodavägen,2.0,52, Farsta,2250000,2019,1949740,2,1960
Junkergatan,3.0,81, Örnsberg,5000000,2019,3993610,2,1960
Kirunagatan,2.0,45, Vällingby,2000000,2019,1795332,2,1960
Sandhamnsgatan,1.0,22, Gärdet,2200000,2019,2200000,2,1960
Kirunagatan,4.0,83, Vällingby,2650000,2019,2650000,2,1960
Grafikvägen,3.0,54, Hammarbyhöjden,3300000,2018,2594339,2,1960
Frövigatan,3.0,66, Enskede-Årsta-Vantör,2350000,2019,2194211,2,1960
Salbyvägen,2.0,43, Bandhagen,2200000,2017,2089268,2,1960
Karlbergsvägen,2.0,54, Vasastan,4215000,2019,4296636,2,1960
Cedergrensvägen,1.0,35, Hägersten-Liljeholmen,2500000,2019,2095000,1,1940
Kubbegatan,2.0,53, Farsta stadsdelsområde,2500000,2019,1995211,1,1940
Fågelkärrsvägen,1.0,44, Enskede,2325000,2019,2150786,1,1940
Loviselundsvägen,5.0,170, Hässelby-Vällingby,5675000,2019,5574656,1,1940
Birger,2.0,57, Vasastan,4800000,2019,4593301,1,1940
Korphoppsgatan,2.5,68, Hammarby Sjöstad,4150000,2019,4196157,1,1940
Korphoppsgatan,4.0,90, Hammarby Sjöstad,5325000,2019,4995309,1,1940
Hälsingegatan,5.0,122, Vasastan,11300000,2019,9495798,1,1940
Lumagatan,4.0,93, Hammarby Sjöstad,5640000,2019,5497076,1,1940
Lötmogatan,3.5,91, Hägersten-Liljeholmen,5680000,2019,4694214,1,1940
Kammakargatan,1.0,28, Norrmalm,2850000,2019,2850000,4,1939
Sigfridsvägen,2.0,38, Hägersten-Liljeholmen,2925000,2019,2294117,4,1939
Råcksta,2.0,47, Hässelby-Vällingby,2370000,2019,1994949,4,1939
Sibyllegatan,1.0,30, Östermalm,3500000,2019,3150315,4,1939
Lumagatan,3.0,86, Hammarby Sjöstad,5200000,2019,4995196,4,1939
Kälvestavägen,5.0,156, Spånga-Tensta,5340000,2019,4995000,4,2003
Maltesholmsgränd,4.0,89, Hässelby-Vällingby,3500000,2019,3295000,2,2013
Blomsterkungsvägen,5.0,118, Hässelby-Vällingby,4700000,2019,4296160,2,2013
Dalgränd,3.0,88, Enskededalen,3340000,2019,3293885,2,2013
Henriksdalsallén,2.0,62, Hammarby Sjöstad,4295000,2019,4295000,1,2012
Västeråsgatan,3.0,77, Vasastan,6150000,2019,5994152,1,2012
Vingårdsgatan,4.0,96, Hägersten-Liljeholmen,5950000,2019,4995801,1,2012
Markvardsgatan,2.0,52, Vasastan,4495000,2019,4495000,1,2012
Sickla,2.0,62, Hammarby Sjöstad,3670000,2019,3495238,1,2012
Sundbyvägen,2.0,43, Spånga-Tensta,2100000,2019,1895306,1,2012
Maltesholmsvägen,2.0,52, Hässelby-Vällingby,2200000,2019,1875532,1,2012
Drevergatan,2.0,55, Norra Djurgården,4700000,2019,4675000,7,2017
Fredriksdalsgatan,3.0,81, Hammarby Sjöstad,5120000,2019,4894837,7,2017
Pingstvägen,1.0,35, Hägersten-Liljeholmen,2520000,2019,1995249,7,2017
Erik,3.0,65, Spånga-Tensta,2200000,2019,1994560,7,2017
Folkparksvägen,2.0,60, Älvsjö,2900000,2019,2394715,7,2017
Pontonjärgatan,1.0,29, Kungsholmen,2950000,2019,2450166,7,2017
Valborgsmässovägen,2.0,35, Hägersten-Liljeholmen,2550000,2019,2095000,3,1940
Korphoppsgatan,6.0,147, Hammarby Sjöstad,10060000,2019,9990069,3,1940
Rådmansgatan,1.5,36, Vasastan,3195000,2019,3195000,3,1940
Sickla,3.5,80, Hammarby Sjöstad,4695000,2019,4695000,3,1940
Torsbygatan,4.0,91, Farsta stadsdelsområde,3110000,2019,2996146,3,1940
Kanngjutargränd,2.0,44, Hässelby-Vällingby,1825000,2019,1494676,3,1940
Ejdervägen,3.0,74, Farsta stadsdelsområde,2010000,2019,2000000,3,1940
Kungstensgatan,3.5,106, Vasastan,8700000,2019,7795698,3,1940
Snödroppsgränd,6.0,132, Hässelby-Vällingby,5400000,2019,4795000,3,1952
Döbelnsgatan,1.0,39, Vasastan,3256000,2019,3195289,3,1952
Storsjövägen,2.0,43, Årsta,2650000,2019,2175697,3,1952
Vanadisvägen,1.0,32, Vasastan,3235000,2019,2995370,3,1952
Kransbindarvägen,2.0,35, Midsommarkransen,2500000,2019,2095557,3,1952
Ålgrytevägen,4.0,83, Skärholmen,4150000,2019,3596187,3,1952
Schlytersvägen,5.0,118, Hägersten-Liljeholmen Aspudden,8800000,2019,8494208,3,1952
Glanshammarsgatan,4.0,75, Ormkärr,2300000,2019,2095000,3,1960
Ålgrytebacken,4.0,94, Bredäng,3140000,2019,2494042,3,1960
Störtloppsvägen,1.0,37, Västertorp,1750000,2015,1494449,3,1960
Folkskolegatan,2.0,46, Södermalm,4000000,2015,3249390,3,1960
Katrinebergsbacken,3.0,85, Liljeholmen,3500000,2015,3500000,3,1960
Förmansvägen,4.0,92, Liljeholmskajen,6800000,2017,6800000,3,1960
Ölandsgatan,2.0,39, Södermalm-Katarina,3075000,2016,2994157,3,1960
Karlavägen,4.0,140, Östermalm,8300000,2019,5984138,3,1960
Kirunagatan,2.0,56, Vällingby Centrum,2230000,2019,2095000,3,2006
Folkparksvägen,3.0,80, Älvsjö,3795000,2019,3795000,3,2006
Pollargatan,3.0,81, Hammarby Sjöstad,6100000,2019,6093906,3,2006
Jämtlandsgatan,2.0,53, Vällingby Parkstad,2360000,2019,2195348,3,2006
Tivolivägen,3.0,66, Västberga,3250000,2019,2794496,3,2006
Heklagatan,5.0,147, Kistahöjden,5600000,2019,5600000,3,2006
Dianavägen,2.0,45, Hjorthagen,3000000,2019,3000000,3,2006
Persikogatan,2.0,54, Hässelby-Vällingby,2250000,2019,2150000,3,2014
Fridhemsgatan,3.0,84, Kungsholmen,7975000,2019,7502351,3,2014
Markvardsgatan,3.0,63, Vasastan,6900000,2019,5651105,3,2014
Völundsgatan,2.0,74, Vasastan,5400000,2019,5288932,3,2014
Fridhemsgatan,3.0,84, Kungsholmen,7975000,2019,7502351,3,2014
Styrmansgatan,2.0,71, Östermalm,7675000,2019,6977272,3,2014
Luntmakargatan,3.0,78, Vasastan,10000000,2019,8453085,3,2014
Markvardsgatan,3.0,63, Vasastan,6570000,2019,5975000,2,1900
Tummelisas,4.0,95, Bromma Annedal,4195000,2019,4195000,2,1900
Skeppargatan,1.0,29, Gärdet,2900000,2019,2495697,2,1900
Maltesholmsvägen,4.0,88, Hässelby Strand,2790000,2019,2495527,2,1900
Sigfridsvägen,4.0,80, Hägersten,5000000,2019,4975124,2,1900
Tavastgatan,1.0,21, Södermalm,2200000,2019,1994560,2,1900
Östgötagatan,1.0,38, Södermalm,3450000,2019,3194444,2,1900
Finn,2.0,47, Hammarbyhöjden,2950000,2019,2350597,2,1900
Högalidsgatan,1.0,30, Södermalm Högalid,2850000,2019,2495621,2,1900
Larsbodavägen,3.0,74, Farsta Centrum,2500000,2019,2194907,2,1900
Johannelundsvägen,2.0,57, Spånga Sundby,1950000,2019,1750448,2,1900
Valborgsmässovägen,1.0,35, Telefonplan,2550000,2019,1995305,2,1900
Körsbärsvägen,2.0,38, Östermalm,3100000,2019,2790000,2,1943
Larsbodavägen,2.0,56, Farsta,2450000,2019,2450000,2,1943
Vidängsvägen,2.0,54, Bromma Traneberg,2700000,2019,2700000,2,1943
Sköntorpsvägen,3.0,79, Årsta,4130000,2019,3694096,2,1943
Ringstedsgatan,4.0,92, Rinkeby-Kista,3060000,2019,2994129,2,1943
Riddargatan,2.0,57, Östermalm,5750000,2019,5995000,3,1938
Brännkyrkagatan,2.0,45, Södermalm,3300000,2019,3148854,3,1938
Hökmossevägen,3.0,51, Hägersten,2260000,2019,1994704,3,1938
Skånegatan,2.0,56, Södermalm,5150000,2019,4501748,3,1938
Karlbergsvägen,3.0,92, Birkastan Vasastan,7225000,2019,7349949,3,1938
Erik,2.0,57, Gärdet,4800000,2019,4494382,3,1938
Valhallavägen,1.5,40, Östermalm,3850000,2019,3748782,3,1938
Sandhamnsgatan,2.0,64, Gärdet,4700000,2019,4493307,3,1938
Sandhamnsgatan,3.0,93, Gärdet,6700000,2019,6700000,3,1938
Sibyllegatan,1.0,34, Östermalm,4000000,2019,4000000,3,1938
Östermalmsgatan,2.0,59, Östermalm,5275000,2018,5295000,1,1924
Sehlstedtsgatan,2.5,71, Gärdet,4695000,2018,4695000,1,1924
Stickelbärsvägen,2.0,46, Norra Djurgården,3095000,2018,3095000,1,1924
Värtavägen,1.5,40, Högst,2725000,2018,2749747,1,1924
Brantingsgatan,2.0,39, Gärdet,3250000,2017,3299492,1,1924
Armfeltsgatan,2.0,52, Gärdet,4520000,2018,4350000,1,1952
Kungsholms,1.0,30, Kungsholmen,2675000,2019,2495335,1,1952
Gamla,3.0,71, Enskede,4310000,2019,3994439,1,1952
Ernst,2.0,47, Fredhäll,3820000,2019,3450767,1,1952
Halmstadsvägen,2.5,62, Hammarbyhöjden,3335000,2019,2948717,1,1952
Enskedevägen,6.0,162, Gamla Enskede,11000000,2019,10251630,1,1952
Holbergsgatan,3.0,66, Bromma Blackeberg,2900000,2019,2791145,1,1952
Furusundsgatan,3.0,59, Östermalm Gärdet,4420000,2019,4193548,1,1952
Vällingbyvägen,2.0,60, Vällingby Centrum,2200000,2018,2200000,1,1952
Östersundsgatan,1.5,54, Vällingby,2250000,2019,2250000,7,2015
Kotkagatan,2.0,39, Kista,1560000,2019,1250000,7,2015
Kamrerarvägen,3.0,82, Hägersten,4900000,2019,4974619,7,2015
Tjärhovsgatan,2.0,37, Katarina,2850000,2018,2595628,7,2015
Gotlandsgatan,1.0,28, Katarina,2650000,2018,2495291,7,2015
Kungssätravägen,3.0,61, Skärholmen Sätra,2495000,2018,2495000,7,2015
Alströmergatan,1.0,39, Kungsholmen,3250000,2018,2500000,7,2015
Varmfrontsgatan,1.0,41, Skarpnäck,2030000,2018,1795000,7,1984
Orrfjärdsgränd,1.5,40, Årsta,2500000,2019,1995211,7,1984
Prästgårdsgränd,4.0,99, Älvsjö,3520000,2019,2800318,7,1984
Ljusstöparbacken,3.0,85, Gröndal,4250000,2018,3994360,7,1984
Studentbacken,4.0,86, Östermalm Gärdet,6200000,2018,6200000,7,1984
Erik,2.0,47, Östermalm Gärdet,3900000,2019,3494623,7,1984
Dalagatan,1.0,34, Vasastan,3220000,2019,2790294,7,1984
Skeppargatan,2.0,37, Nedre Gärdet,3095000,2019,2795844,7,1984
Sandhamnsgatan,2.0,73, Östermalm Gärdet,4675000,2019,4795000,4,1966
Elias,2.0,59, Bromma Blackeberg,2475000,2019,1994359,4,1966
Bennebolsgatan,4.0,97, Spånga Solhem,3750000,2019,3399818,4,1966
Kungstensgatan,5.0,157, Vasastan,13150000,2018,12500000,4,1966
Maskinistgatan,1.0,36, Gröndal,2725000,2018,2150749,4,1966
Stopvägen,2.0,39, Bromma Abrahamsberg,2620000,2018,2190635,4,1966
Radiusbacken,3.0,74, Telefonplan,4950000,2019,4194915,4,1966
Bolmensvägen,1.0,32, Årsta,2275000,2018,1995614,4,1966
Larsbodavägen,2.0,40, Farsta,2150000,2018,1994434,4,1966
Russinvägen,2.0,59, Farsta Hökarängen,2335000,2018,1850237,4,1966
Erik,2.0,42, Gärdet,3700000,2019,3195164,4,1966
Artillerigatan,1.5,30, Östermalm Nedre Gärdet,2880000,2018,2489196,4,1966
Rämensvägen,1.0,33, Årsta,2230000,2019,1894647,4,1966
Svandammsvägen,2.0,39, Midsommarkransen,2725000,2019,2250206,4,1966
Vallfartsvägen,1.0,35, Aspudden,2730000,2018,2144540,4,1966
Älvsåkersgränd,2.0,71, Östberga,2020000,2019,1650326,4,1966
Hornsbergs,1.5,47, Kungsholmen,2950000,2018,2994923,4,1966
Docentbacken,1.5,36, Ekhagen,2325000,2019,1995708,4,1966
Pär,2.0,72, Kungsholmen Hornsberg,5925000,2018,5697115,4,1966
Skönviksvägen,1.0,23, Enskede,1600000,2018,1450000,1,1961
Ymsenvägen,3.0,68, Årsta,4240000,2019,3795881,1,1961
Selebovägen,3.0,74, Svedmyra,3550000,2019,3393881,1,1961
Ståltrådsvägen,2.0,56, Bromma Johannesfred,2500000,2018,2250225,1,1961
Tummelisas,3.0,80, Bromma,3450000,2018,3395669,1,1961
Hökmossevägen,2.0,42, Telefonplan,2250000,2019,1994680,1,1961
Smedsbacksgatan,2.0,39, Östermalm Gärdet,3500000,2019,2994011,1,1961
Sköntorpsvägen,1.0,32, Årsta,2200000,2019,2150537,1,1961
Bergslagsvägen,3.0,82, Bromma Norra Ängby,3980000,2018,3688600,1,1961
Södra,3.0,86, Kungsholmen,7550000,2019,6997219,1,1961
Sjöbjörnsvägen,2.5,58, Gröndal,3485000,2019,3475000,1,1946
Ymsenvägen,1.0,22, Årsta,2130000,2018,1950549,1,1946
Kvarnbacksvägen,2.0,59, Bromma Riksby,2630000,2018,1995447,1,1946
Stöttingsgränd,3.0,72, Västertorp,3670000,2018,2849378,1,1946
Lundagatan,1.5,35, Södermalm,3150000,2019,2694610,1,1946
Dalagatan,2.0,49, Vasastan,4150000,2019,3849721,1,1946
Nybohovsgränd,3.0,85, Liljeholmen,3695000,2019,3695000,1,1946
Torsgatan,2.0,39, Vasastan,3600000,2018,3396226,1,1946
Liljeholmstorget,4.0,109, Liljeholmen,7000000,2018,6493506,1,1946
Borgarfjordsgatan,4.0,98, Kista,3100000,2018,2995169,1,1946
Kubbegatan,1.0,37, Farsta Sköndal,2120000,2019,1645000,2,1946
Tegelbruksvägen,2.0,55, Midsommarkransen,4070000,2018,3449152,2,1946
Rindögatan,1.5,35, Gärdet,3000000,2019,2895752,2,1946
Liljeholmstorget,2.0,69, Liljeholmen,4050000,2019,3951219,2,1946
Astrakangatan,3.0,73, Hässelby Gård,2000000,2019,1974333,2,1946
Gråvidegränd,5.0,122, Hässelby,5175000,2018,5175000,2,1946
Rådmansgatan,2.0,40, Vasastan,4370000,2018,3693998,2,1946
Gyllenborgsgatan,1.0,40, Kungsholmen,2900000,2019,2900000,2,1946
Brynhildsvägen,2.0,79, Bromma Nockeby,3950000,2019,4250000,1,1946
Bryggvägen,1.5,35, Gröndal,2860000,2018,2250196,1,1946
Erik,1.0,32, Aspudden,2450000,2019,1894818,1,1946
Spikvägen,2.0,41, Telefonplan,2620000,2018,2194304,1,1946
Holbergsgatan,1.0,41, Bromma Blackeberg,2160000,2019,1789560,1,1946
Jaktgatan,3.0,82, Norra Djurgårdsstaden,5400000,2019,5493387,1,1946
Jaktgatan,2.0,54, Norra Djurgårdsstaden,3900000,2019,3995000,4,2013
Farstavägen,2.0,39, Farsta Centrum,2320000,2018,1594501,4,2013
Forsskålsgatan,2.0,46, Hammarbyhöjden,2800000,2018,2495543,4,2013
Fågelsångsvägen,1.0,35, Gröndal,2750000,2018,1995645,4,2013
Högviltsgatan,3.0,92, Norra Djurgårdsstaden,7500000,2019,6950880,4,2013
Högviltsgatan,3.0,92, Norra Djurgårdsstaden,7500000,2019,6950880,4,2013
Drottningholmsvägen,3.0,76, Kungsholmen,5950000,2019,5693779,4,2013
Skånegatan,2.0,59, Katarina,5550000,2019,4995499,4,2013
Svärdlångsvägen,3.0,68, Årsta,3525000,2019,2994902,4,2013
Torsgatan,2.0,57, Vasastan,4700000,2019,4850361,4,2013
Lustigkullavägen,3.0,67, Gröndal,5470000,2018,4795000,3,1913
Smedsbacksgatan,2.0,44, Gärdet,4200000,2018,3494176,3,1913
Älvsåkersgränd,2.0,57, Östberga,2010000,2018,1749347,3,1913
Gullmarsvägen,4.0,101, Årsta,6500000,2018,6250000,3,1913
Skebokvarnsvägen,1.0,31, Enskede-Årsta Högdalen,1820000,2019,1595092,3,1913
Älvsåkersgränd,2.0,59, Östberga,2100000,2018,1895306,3,1913
Helsingörsgatan,2.0,56, Kista,1670000,2019,1489741,3,1913
Helgagatan,1.0,38, Södermalm,3200000,2018,2794759,3,1913
Gullmarsvägen,3.0,68, Årsta,3600000,2018,3696098,3,1913
Stamgatan,2.0,48, Gamla Östberga,2120000,2019,1649805,3,1913
Armfeltsgatan,3.0,81, Nedre Gärdet,6540000,2018,5994500,3,1913
Johannesbergsgatan,3.0,66, Midsommarkransen,2810000,2018,2395566,3,1913
Spångavägen,5.0,88, Spånga Flysta,4325000,2018,4325000,3,1913
Drevergatan,4.0,96, Norra Djurgårdsstaden,8720000,2018,9247083,3,1913
Horisontvägen,3.0,68, Skarpnäck,2400000,2018,1995012,3,1913
Sjöbjörnsvägen,2.5,58, Gröndal,3830000,2019,3475499,3,1913
Folkungagatan,4.0,112, Katarina,6650000,2019,6500488,3,1913
Franzéngatan,2.0,54, Kungsholmen,4200000,2019,3996194,3,1913
Långholmsgatan,1.0,25, Södermalm,2400000,2019,2195000,5,1913
Verkstadsgatan,1.0,37, Södermalm,3230000,2018,2996289,5,1913
Lerbäcksgränd,2.0,60, Bandhagen,2100000,2019,1694915,5,1913
Artemisgatan,1.0,33, Östermalm Hjorthagen,2390000,2019,2295869,5,1913
Spångavägen,5.0,88, Spånga Flysta,4325000,2018,4325000,5,1913
Högalidsgatan,2.0,59, Södermalm,5000000,2019,4793863,5,1913
Polhemsgatan,2.0,50, Kungsholmen,3300000,2019,2995000,5,1997
Kistvägen,2.0,58, Enskede Gubbängen,2810000,2018,2495559,5,1997
Holbergsgatan,2.0,59, Bromma Blackeberg,2500000,2018,2500000,5,1997
Dianavägen,1.5,43, Hjorthagen,3100000,2018,2750665,5,1997
Björnsonsgatan,1.0,31, Bromma Blackeberg,2025000,2018,1690317,5,1997
Nybohovsgränd,4.0,79, Liljeholmen,4295000,2018,3893925,5,1997
Älvsåkersgränd,2.0,57, Östberga,2000000,2019,1795000,2,1968
Sankt,1.0,40, Vasastan,3100000,2019,2995169,2,1968
Danderydsgatan,2.0,58, Östermalm,5100000,2019,4696132,2,1968
Klas,2.0,41, Bromma,2800000,2018,2395209,2,1968
Jaktgatan,4.0,111, Norra Djurgårdsstaden,7525000,2019,7647357,2,1968
Stamgatan,3.0,69, Gamla Östberga,1865000,2019,1774500,2,1968
Björnsonsgatan,3.0,69, Bromma Blackeberg,3150000,2018,2988614,2,1968
Holbergsgatan,2.0,54, Bromma Blackeberg,2510000,2018,2290000,1,1952
Geijersvägen,1.0,37, Kungsholmen,2695000,2018,2695000,1,1952
Drottningholmsvägen,3.0,85, Kungsholmen,6445000,2019,6393849,1,1952
Björnsonsgatan,1.0,31, Bromma Blackeberg,2200000,2018,1890034,1,1952
Ploggatan,2.0,38, Katarina,3120000,2019,2894248,1,1952
Bennebolsgatan,2.0,56, Spånga Solhem,2320000,2018,1989708,1,1952
Cirkelvägen,2.0,62, Gubbängen,2440000,2018,2375851,1,1952
Klockhammarsgränd,3.0,90, Älvsjö,3925000,2019,3395328,1,1952
Sjöbjörnsvägen,2.0,47, Gröndal,2655000,2019,2495000,1,1946
Ekholmsvägen,2.0,46, Skärholmens Centrum,1900000,2019,1649305,1,1946
Skyllbergsgatan,2.0,43, Älvsjöbadet,2250000,2018,1695553,1,1946
Sjöviksvägen,2.0,51, Liljeholmskajen,4150000,2019,4196157,1,1946
Ahlsellvägen,2.0,44, Hjorthagen,2800000,2018,2994652,1,1946
Ringvägen,1.0,33, Katarina,2875000,2018,2495659,1,1946
Sankt,1.0,28, Kungsholmen,2870000,2018,2350000,3,1937
Grevgatan,1.0,24, Östermalm,3055000,2019,2749774,3,1937
Järnbärarvägen,3.0,78, Bredäng,2560000,2018,2295964,3,1937
Färnebogatan,3.0,77, Farsta Centrum,2605000,2019,2095736,3,1937
Smedsbacksgatan,4.0,113, Gärdet,8500000,2019,8500000,3,1937
Cardellgatan,2.0,53, Östermalm,5350000,2018,4894784,3,1937
Maskinistgatan,1.5,35, Gröndal,2250000,2019,1994680,3,1937
Stamgatan,1.0,32, Östberga,1590000,2019,1394736,3,1937
Grumsgatan,3.0,75, Farsta,2600000,2019,2594810,3,1937
Finn,3.0,55, Hammarbyhöjden,3500000,2019,2850000,3,1939
Upplandsgatan,2.0,30, Vasastan Odenplan,3380000,2019,2949389,3,1939
Hälsingegatan,2.0,30, Vasastan,3050000,2019,2949709,3,1939
Vallfartsvägen,2.0,40, Aspudden,3010000,2018,2349726,3,1939
Skebokvarnsvägen,1.0,38, Enskede-Årsta Högdalen,2000000,2018,1694915,3,1939
Segelflygsgatan,3.0,76, Skarpnäck,2800000,2019,2150537,3,1939
Slätbaksvägen,2.0,45, Årsta,2400000,2019,2249297,3,1939
Uppvindsgatan,2.0,59, Skarpnäck,2150000,2019,1994434,3,1939
Fågelhundsgatan,2.0,40, Norra Djurgårdsstaden,3055000,2019,2995098,3,1939
Kungsholms,2.0,69, Kungsholmen,4800000,2019,4892966,3,1939
Sörgårdsvägen,6.0,129, Spånga Solhem,7400000,2019,7497467,3,1939
Sparbanksvägen,3.0,76, Hägerstensåsen,3280000,2019,2995433,3,1939
Bråviksvägen,2.0,40, Årsta,2300000,2019,1894563,3,1939
Mosstenabacken,2.0,50, Bandhagen,2470000,2019,1995000,1,1953
Birger,3.0,65, Vasastan,5050000,2019,5190133,1,1953
Taxgatan,2.0,66, Norra Djurgårdsstaden,5200000,2019,5394190,1,1953
Slätbaksvägen,1.0,27, Årsta,1995000,2019,1795679,1,1953
Långholmsgatan,3.0,82, Södermalm,4995000,2019,4995000,1,1953
Taxgatan,2.0,50, Norra Djurgårdsstaden,5000000,2019,4194630,1,1953
Gamla,5.0,167, Älvsjö,7000000,2019,6995000,1,1931
Onsalagränd,4.0,95, Östberga,2900000,2019,2449324,1,1931
Årstaskogs,2.0,46, Årstaberg,3050000,2019,3300865,1,1931
Salagatan,3.5,84, Spånga Solhem,3150000,2019,2790079,1,1931
Heleneborgsgatan,2.0,46, Södermalm,4000000,2019,3496503,1,1931
